median_house_value,prediction
212000.0,185390.0
212500.0,145750.0
113800.0,135020.0
174500.0,152130.0
137500.0,157910.0
240400.0,265540.0
313700.0,353060.0
259800.0,370920.0
154200.0,149430.0
500001.0,492510.9
142800.0,179160.0
91400.0,92390.0
200200.0,283610.1
168300.0,118000.0
263000.0,381810.2
358100.0,210330.0
183900.0,191160.0
268000.0,178500.0
83100.0,98110.0
118800.0,178350.0
300000.0,244730.0
337200.0,431950.5
105800.0,159110.0
169000.0,156460.0
163400.0,130430.0
74800.0,113680.0
178400.0,301390.1
240600.0,320840.1
155700.0,133200.0
133700.0,230640.0
500001.0,336460.0
84600.0,75850.0
200000.0,112250.0
260100.0,249970.0
198100.0,199080.0
67500.0,71220.0
184200.0,193489.9
472700.0,379900.2
98900.0,143530.0
395500.0,409120.3
131600.0,245100.0
84700.0,67690.0
131300.0,146430.0
158800.0,128370.0
264700.0,255800.0
182500.0,175290.0
233900.0,239800.0
158600.0,229630.0
500001.0,482120.8
149500.0,159780.0
131300.0,227210.0
331300.0,206150.0
450700.0,451500.6
290900.0,336330.0
161900.0,179030.0
59600.0,60350.0
159800.0,137350.0
170600.0,203020.0
282900.0,282510.0
137500.0,128100.0
131300.0,155430.0
107000.0,138710.0
264100.0,236260.0
53900.0,54480.0
181900.0,201920.0
228600.0,318310.0
185100.0,190600.0
239900.0,212890.0
144300.0,140830.0
136400.0,91430.0
155500.0,123370.0
146900.0,163490.0
137500.0,166960.0
134300.0,132550.0
187200.0,166160.0
325900.0,500001.0
137500.0,69460.0
153900.0,176880.0
367400.0,338740.1
47800.0,48810.0
500001.0,500001.0
193100.0,267770.0
174300.0,231690.0
162500.0,317600.1
119800.0,100380.0
286500.0,229350.0
206800.0,223330.0
57400.0,81360.0
129400.0,158960.0
262100.0,283360.0
325000.0,435290.6
262400.0,253980.0
168800.0,183930.0
54700.0,63930.0
57500.0,90540.0
253600.0,215680.0
92800.0,98060.0
208200.0,183590.0
213000.0,237890.0
146500.0,186340.0
177400.0,315350.2
111300.0,104600.0
69700.0,89690.0
143800.0,175770.0
55500.0,63280.0
165000.0,251990.1
342000.0,452930.3
151600.0,363580.3
84200.0,107580.0
188800.0,185710.0
183100.0,188590.0
353800.0,306640.0
142100.0,155380.0
195200.0,218360.0
350000.0,470000.7
208600.0,287320.0
120300.0,136620.0
229000.0,230690.0
224700.0,274690.0
270500.0,263840.0
98900.0,107490.0
225000.0,189430.0
143800.0,127820.0
194800.0,186160.0
187500.0,165260.0
395500.0,292670.0
336400.0,407990.2
62700.0,79690.0
315900.0,339450.0
256400.0,271370.1
500001.0,301150.1
316000.0,186170.0
210700.0,194890.0
283200.0,349970.2
191700.0,182410.0
95500.0,86530.0
228100.0,216130.0
139200.0,200300.0
353600.0,421870.5
94500.0,101990.0
86400.0,102960.0
179100.0,215180.0
205000.0,218910.0
121900.0,124340.0
292000.0,297410.0
54400.0,119130.0
119400.0,124620.0
95800.0,147940.0
140400.0,167750.0
331200.0,405160.3
65600.0,74960.0
196700.0,272100.0
400000.0,284790.1
213900.0,248620.0
97700.0,94090.0
314800.0,349650.2
283800.0,322370.2
230000.0,168650.0
297400.0,368560.1
237500.0,238180.0
434800.0,294550.0
227700.0,236690.0
349300.0,190260.0
450400.0,448050.5
196300.0,212510.0
127300.0,122110.0
381800.0,500001.0
235600.0,241860.0
95300.0,124180.0
265500.0,185720.0
256100.0,263250.1
200000.0,177100.0
125900.0,192520.0
500001.0,434250.7
109200.0,115240.0
366100.0,277460.1
163500.0,164620.0
333500.0,385850.1
223900.0,252760.0
442900.0,405230.5
65000.0,75080.0
164000.0,174620.0
160700.0,150250.0
82400.0,81060.0
64000.0,72050.0
91500.0,85500.0
500001.0,451440.3
129200.0,144180.0
247700.0,257240.0
360300.0,294650.1
162500.0,255510.3
114800.0,138380.0
170300.0,125630.0
344200.0,393990.2
287600.0,233850.0
122100.0,140080.0
87100.0,112460.0
76900.0,96170.0
103600.0,139350.0
103300.0,128890.0
186300.0,202630.0
202100.0,184270.0
252900.0,232040.0
231400.0,248620.0
184200.0,162700.0
450000.0,207810.0
117500.0,124200.0
269500.0,246240.0
192300.0,216090.0
318400.0,401400.4
311400.0,298840.0
219200.0,176980.0
206300.0,148870.0
500001.0,500001.0
76400.0,97280.0
271300.0,291380.0
164600.0,161720.0
204200.0,159410.0
93000.0,104460.0
191800.0,243520.0
156300.0,172170.0
234200.0,257480.0
157300.0,131980.0
226600.0,252430.0
368200.0,291040.0
225000.0,201820.0
118300.0,137660.0
55200.0,55960.0
60600.0,75330.0
374100.0,426960.5
88000.0,127620.0
93900.0,129649.8
196200.0,218030.0
176700.0,222450.1
137500.0,294410.2
186800.0,206840.0
265300.0,310520.0
99200.0,153780.0
258300.0,328830.0
75000.0,78660.0
279100.0,309140.1
134900.0,134190.0
275300.0,185930.0
277600.0,281930.0
227300.0,246990.0
171900.0,229580.0
89300.0,97680.0
248300.0,267780.0
372200.0,264300.0
500001.0,489080.3
165100.0,179070.0
114300.0,128660.0
69400.0,61030.0
211000.0,258350.0
194300.0,254970.0
333000.0,289370.0
157200.0,166490.0
142600.0,109590.0
314100.0,116860.0
142500.0,199420.0
109500.0,149930.0
73500.0,83960.0
231900.0,307280.0
262300.0,247760.0
176100.0,146690.0
104700.0,73400.0
155500.0,151950.0
191700.0,148890.0
186700.0,203340.0
70200.0,103490.0
162500.0,144130.0
144300.0,227400.0
500001.0,417950.3
405900.0,402510.0
173400.0,133660.0
353100.0,252630.0
312300.0,302810.1
213600.0,187180.0
340900.0,174950.0
450000.0,354690.3
428600.0,349590.0
165500.0,183400.0
158100.0,185080.0
268900.0,367340.3
500001.0,500001.0
164200.0,183320.0
219000.0,347770.0
126800.0,135920.0
283100.0,269800.0
309800.0,210310.0
167400.0,110860.0
109100.0,157870.0
83100.0,143910.0
246400.0,275510.0
213500.0,322270.2
232500.0,234790.0
66900.0,56900.0
433300.0,379190.1
56300.0,78710.0
473400.0,442080.4
164800.0,259240.1
283500.0,304840.0
94900.0,96060.0
171300.0,232140.0
240000.0,219220.0
119400.0,124430.0
262000.0,241420.0
173900.0,181890.0
160000.0,175620.0
162500.0,122029.9
110500.0,117490.0
218200.0,196440.0
152500.0,139470.0
53500.0,66920.0
137600.0,108940.0
197600.0,217720.0
87500.0,176570.0
401000.0,347360.1
152900.0,199670.0
225000.0,205240.0
160300.0,166860.0
102600.0,113310.0
158500.0,196350.0
140800.0,184860.0
97900.0,115570.0
242900.0,401660.3
170500.0,213380.0
162500.0,110740.0
175800.0,190530.0
240900.0,361460.0
394300.0,246280.0
248900.0,339560.0
138100.0,143130.0
41700.0,48610.0
156900.0,148570.0
159300.0,176440.0
163500.0,151390.0
189700.0,176800.0
273800.0,294870.1
60200.0,65280.0
67500.0,229500.0
500001.0,500001.0
352100.0,407010.2
137500.0,65980.0
107900.0,107370.0
160400.0,210630.0
67900.0,77970.0
500001.0,116980.0
227100.0,250950.0
398100.0,335340.0
351900.0,346440.0
83700.0,69810.0
156000.0,177340.0
319100.0,318190.0
415300.0,312310.0
372200.0,343570.2
214300.0,156310.0
193800.0,213570.0
58000.0,62870.0
159400.0,191760.0
56200.0,62280.0
172700.0,178020.0
196200.0,226260.0
105500.0,128010.0
64900.0,101630.0
57500.0,109470.0
354100.0,336310.0
352000.0,333940.0
205800.0,204520.0
206200.0,216900.0
176400.0,170000.0
95000.0,102210.0
325000.0,232300.0
224200.0,243460.0
72000.0,67460.0
162200.0,165930.0
90600.0,131280.0
203700.0,264150.0
500001.0,484600.8
94900.0,93840.0
69600.0,98670.0
141300.0,178690.0
326000.0,314050.1
130200.0,128990.0
103000.0,141670.0
220500.0,217120.0
183300.0,188850.0
137500.0,170060.0
429100.0,313420.0
95000.0,140100.0
262500.0,242120.0
55700.0,87590.0
156700.0,151510.0
165600.0,115800.0
210100.0,166350.0
153900.0,164380.0
87500.0,146110.0
83400.0,105250.0
381500.0,379440.2
311500.0,298870.0
81300.0,249390.0
190600.0,179650.0
147100.0,129550.0
404500.0,331780.1
340700.0,280260.0
205900.0,188500.0
65900.0,64170.0
126900.0,218860.0
143100.0,119380.0
150000.0,240920.0
151900.0,127250.0
245100.0,206330.0
384400.0,388540.1
297800.0,372350.1
263200.0,405490.1
217600.0,263870.0
119400.0,97490.0
296100.0,379450.0
358500.0,416800.0
231900.0,344520.1
397900.0,377420.2
134100.0,121920.0
202200.0,210250.0
195300.0,208320.0
188300.0,253670.0
93100.0,118100.0
87800.0,102930.0
127400.0,139680.0
500001.0,422640.2
500000.0,462550.6
419100.0,270530.0
96500.0,111210.0
410000.0,350480.2
337900.0,321780.0
276400.0,307200.0
217700.0,218980.0
414300.0,335560.0
237900.0,284790.0
189100.0,209840.0
271600.0,432440.5
143300.0,160240.0
102600.0,116070.0
354200.0,274440.0
67500.0,310749.9
322000.0,373440.1
325700.0,275730.0
314200.0,343090.1
250000.0,436130.4
144000.0,190560.0
450000.0,210010.0
312600.0,323720.1
278100.0,382950.2
111500.0,104140.0
222500.0,221240.0
218200.0,232890.0
111900.0,128440.0
435000.0,255320.0
225000.0,121800.0
127000.0,123180.0
457100.0,409810.1
216800.0,280310.0
228800.0,219510.0
103400.0,126960.0
185700.0,139440.0
199400.0,146040.0
234600.0,292400.0
187200.0,238420.0
155100.0,166590.0
117100.0,153450.0
131600.0,162370.0
227100.0,185770.0
289500.0,213610.0
138100.0,272960.0
181300.0,223700.0
182100.0,180480.0
389800.0,344280.0
161100.0,126330.0
283800.0,279200.0
292200.0,271800.0
251600.0,363670.2
149600.0,186980.0
275000.0,468680.9
294400.0,390280.1
85700.0,77259.8
500001.0,218030.0
87500.0,70640.0
133300.0,125740.0
343300.0,418340.1
73000.0,69120.0
217200.0,136740.0
65000.0,82730.0
410000.0,319380.0
344000.0,346040.1
59000.0,59310.0
146700.0,147040.0
151800.0,107570.0
189600.0,220420.0
237500.0,485100.9
276200.0,393230.2
322300.0,356790.0
251400.0,290210.0
17500.0,223630.1
223000.0,177000.0
55100.0,90980.0
237500.0,179940.0
138200.0,131540.0
134100.0,155760.0
160400.0,156100.0
344200.0,331720.0
147200.0,130390.0
118800.0,114820.0
340100.0,253640.0
500001.0,262200.0
97400.0,99660.0
145800.0,147580.0
500001.0,319360.0
221400.0,187500.0
87500.0,245020.0
139500.0,210380.0
251300.0,326640.1
450000.0,404320.3
275800.0,200200.0
92900.0,95590.0
114200.0,135830.0
202800.0,395160.2
474000.0,432390.3
219200.0,240320.0
162500.0,85470.0
294300.0,311270.1
183500.0,201130.0
232600.0,291170.0
328200.0,395480.3
180500.0,168420.0
81900.0,108320.0
106900.0,129790.0
159400.0,178660.0
276600.0,259230.0
101200.0,105490.0
195600.0,209450.0
248100.0,253020.0
134300.0,145610.0
85800.0,89100.0
109000.0,111080.0
80000.0,100200.0
134700.0,123210.0
116500.0,97990.0
250800.0,221240.0
89800.0,121620.0
421300.0,412930.4
178400.0,168720.0
102800.0,125920.0
234700.0,191390.0
198300.0,141380.0
361500.0,411060.3
91800.0,106400.0
100300.0,107000.0
157100.0,198830.0
109300.0,127500.0
112500.0,179280.1
239500.0,201690.0
235100.0,232860.0
391900.0,399200.2
195800.0,283740.0
162500.0,152670.0
70500.0,92490.0
163000.0,156970.0
131000.0,204780.0
156500.0,228960.0
500001.0,500001.0
148600.0,143320.0
107400.0,147120.0
252100.0,249190.0
292900.0,298000.1
275000.0,307900.0
442900.0,272060.0
100800.0,108080.0
236100.0,326240.1
151400.0,199700.0
225000.0,282880.1
218100.0,179860.0
115900.0,153240.0
279000.0,368290.1
374200.0,426520.4
137500.0,127710.0
208700.0,179210.0
140600.0,261320.0
163400.0,166060.0
420100.0,412750.4
171400.0,245900.0
500001.0,468580.5
58500.0,86980.0
153500.0,187910.0
136300.0,122230.0
116100.0,85310.0
126100.0,126330.0
295700.0,226780.0
217000.0,162940.0
221200.0,227410.0
268800.0,401150.1
114000.0,135590.0
500001.0,490570.8
214500.0,205300.0
500001.0,410750.1
120400.0,144420.0
218500.0,276160.0
215900.0,244360.0
162900.0,192170.0
222900.0,164370.0
70800.0,91490.0
137500.0,169270.0
163100.0,138890.0
144700.0,150020.0
117100.0,106210.0
145000.0,178080.0
269600.0,168670.0
189700.0,138640.0
476900.0,427930.3
495500.0,384760.1
500001.0,426350.3
218600.0,185280.0
190700.0,140620.0
80600.0,88010.0
248000.0,259590.0
250000.0,196330.0
140600.0,117870.0
153100.0,161750.0
238300.0,178110.0
105300.0,73530.0
167200.0,185210.0
244400.0,228590.0
106600.0,101050.0
51600.0,54810.0
186900.0,143110.0
412000.0,299510.0
162100.0,153800.0
368400.0,392420.2
224100.0,183510.0
267200.0,349150.0
116100.0,157600.0
258800.0,240650.0
335300.0,429970.4
193600.0,188730.0
208000.0,203350.0
76600.0,90160.0
184500.0,201840.0
74500.0,77290.0
500001.0,432430.3
133900.0,150350.0
276100.0,255860.0
500001.0,457940.6
62500.0,125740.0
263400.0,256530.0
177900.0,181890.0
179700.0,198760.0
162700.0,235050.0
118600.0,114170.0
70400.0,69330.0
122500.0,124290.0
277000.0,354580.1
344400.0,188930.0
241000.0,250630.0
56400.0,51380.0
362500.0,352790.0
191200.0,223700.0
235700.0,161840.0
125400.0,176120.0
166600.0,217210.0
65400.0,97340.0
60000.0,156510.1
205800.0,220480.0
177400.0,135390.0
104300.0,130170.0
500001.0,440350.3
121400.0,172840.0
92400.0,140080.0
126200.0,172080.0
124000.0,191190.0
175000.0,130730.0
184500.0,206160.0
231300.0,222510.1
333300.0,233810.1
87500.0,127500.0
403700.0,322950.0
182800.0,238080.0
116400.0,125660.0
87500.0,82860.0
218100.0,236940.0
128500.0,110340.0
158200.0,171580.0
279300.0,263410.0
58300.0,114400.0
59200.0,66450.0
232600.0,267610.0
119800.0,135870.0
311000.0,245190.0
141400.0,106930.0
156300.0,179790.0
225000.0,291310.1
87500.0,163540.0
441000.0,500001.0
493400.0,424520.3
304100.0,346470.0
137800.0,194580.0
154300.0,195390.0
162500.0,200540.0
275000.0,195490.0
218500.0,231890.0
65600.0,70860.0
54700.0,56690.0
96000.0,77290.0
166100.0,202120.0
170800.0,204920.0
95000.0,124340.0
169100.0,201290.0
14999.0,83350.0
366700.0,394080.0
126500.0,128170.0
233500.0,201760.0
105000.0,110920.0
233000.0,141030.0
254000.0,228440.0
58300.0,89710.0
131800.0,101610.0
279800.0,254610.0
227100.0,203920.0
219300.0,214320.0
169600.0,157110.0
382200.0,397730.2
140300.0,201320.0
214800.0,208700.0
115600.0,122890.0
200000.0,275050.0
224600.0,292540.0
137500.0,154050.0
260900.0,298450.0
165900.0,177880.0
500001.0,257060.0
185200.0,204530.0
78700.0,87180.0
171400.0,194140.0
198200.0,187960.0
300000.0,204100.0
160200.0,238710.0
65000.0,73270.0
358700.0,389340.0
194900.0,211710.0
421600.0,423710.3
192600.0,224180.0
94400.0,93100.0
92700.0,94590.0
367600.0,369880.1
84700.0,62470.0
240600.0,257870.0
297400.0,253020.0
108800.0,107010.0
249200.0,229980.0
416700.0,488630.4
176000.0,170090.0
263200.0,236920.0
428600.0,345690.2
216800.0,237560.0
339200.0,297960.1
292300.0,455000.6
175900.0,218290.0
349100.0,392140.1
308900.0,341570.0
66600.0,73030.0
117000.0,138510.0
262100.0,329470.0
278400.0,307860.0
290500.0,311080.2
303900.0,206059.9
500001.0,475010.7
58800.0,73290.0
222600.0,174040.0
231700.0,215050.0
86500.0,100130.0
191500.0,166740.0
392100.0,137960.0
156700.0,141260.0
151700.0,119300.0
177500.0,151550.0
348500.0,408520.3
96800.0,98810.0
183900.0,282050.0
147900.0,116110.0
81300.0,123300.0
239900.0,224370.0
417600.0,376060.0
212800.0,147720.0
431400.0,438610.3
97000.0,93120.0
321700.0,306120.1
200900.0,214210.0
236500.0,248970.0
49100.0,48380.0
500001.0,466210.7
52600.0,94690.0
141700.0,257640.1
500001.0,390190.1
179200.0,137350.0
174100.0,219770.0
222000.0,209300.0
169600.0,240340.0
450000.0,442500.2
500001.0,255980.0
146500.0,164780.0
191300.0,207680.0
95300.0,97330.0
227600.0,242560.0
171100.0,173570.0
40900.0,57870.0
500001.0,500001.0
125400.0,128720.0
341500.0,327760.0
72300.0,63700.0
410500.0,365610.1
132600.0,152140.0
131000.0,143940.0
153700.0,218530.0
47500.0,227800.0
118500.0,147770.0
156800.0,244960.0
268300.0,266330.0
176000.0,232430.0
220500.0,243240.0
187300.0,179720.0
285700.0,303400.0
103600.0,128040.0
58100.0,56760.0
218800.0,192380.0
162500.0,146970.0
230800.0,212240.0
50600.0,66030.0
195300.0,237210.1
410700.0,254470.0
492500.0,397070.4
172000.0,166610.0
57600.0,74290.0
241700.0,224800.0
217100.0,302150.1
221000.0,275860.0
483300.0,450960.5
118500.0,113770.0
142000.0,143620.0
163200.0,151300.0
500001.0,500001.0
353700.0,274050.0
61600.0,64010.0
78600.0,88090.0
311900.0,303420.1
311200.0,311310.0
175400.0,176820.0
172800.0,161690.0
335700.0,472330.6
210200.0,199970.0
160300.0,194970.0
180900.0,194520.0
152100.0,209470.0
83500.0,137540.0
111100.0,150800.0
123200.0,128600.0
295500.0,282500.1
332600.0,289160.1
341300.0,367180.1
241900.0,245900.0
189600.0,167510.0
372700.0,409490.2
417800.0,350480.1
500001.0,499860.9
375000.0,282240.0
233900.0,273880.0
500001.0,493050.9
118500.0,98500.0
101500.0,103900.0
190500.0,192080.0
116700.0,115840.0
241200.0,267910.0
254400.0,245380.0
155200.0,150400.0
350000.0,314430.1
74500.0,75020.0
164100.0,169130.0
500001.0,500001.0
97800.0,101620.0
430000.0,457210.7
141300.0,152300.0
122700.0,154650.0
149000.0,160230.0
158300.0,157840.0
213500.0,125350.0
316700.0,393750.3
218800.0,260280.0
155500.0,194640.0
117800.0,127200.0
500001.0,472880.5
275000.0,433200.4
500001.0,500001.0
131600.0,172450.0
267300.0,238530.0
186400.0,304440.0
289100.0,173630.0
409300.0,379610.1
53100.0,51960.0
59000.0,63490.0
151000.0,178940.0
155700.0,144230.0
213300.0,206640.0
247300.0,320130.1
169300.0,194680.0
286500.0,290150.0
71500.0,89940.0
232900.0,171840.0
87800.0,104770.0
137700.0,157870.0
169500.0,170200.0
500001.0,277040.0
69200.0,72320.0
79200.0,97480.0
230400.0,227750.0
68300.0,115200.0
238800.0,212380.0
85400.0,84710.0
100000.0,143370.0
54200.0,80240.0
166300.0,175020.0
220000.0,248970.0
251300.0,283370.0
50800.0,51210.0
287500.0,344510.1
500001.0,500001.0
95500.0,115550.0
85900.0,88640.0
289800.0,278980.0
167800.0,243690.0
478600.0,378160.0
189900.0,188560.0
248200.0,204250.0
225000.0,335420.2
207700.0,197400.0
189200.0,166820.0
488900.0,462200.4
262500.0,168490.0
112500.0,184540.0
153600.0,155850.0
350000.0,114040.0
167200.0,167140.0
134100.0,260600.1
90300.0,99310.0
163400.0,223110.0
160000.0,141800.0
78800.0,62350.0
500001.0,456050.6
126300.0,167310.0
286000.0,237050.0
85200.0,115090.0
243500.0,285100.0
304100.0,298850.0
118100.0,121960.0
339800.0,228920.0
211300.0,230490.0
219200.0,210460.0
314900.0,305880.1
60800.0,55630.0
100000.0,153750.0
239000.0,190520.0
340500.0,248160.0
264700.0,262980.0
116700.0,142880.0
500001.0,498500.9
123500.0,185070.0
162500.0,118340.0
500001.0,467550.6
224700.0,216220.0
150000.0,111630.0
293800.0,231490.0
154200.0,136360.0
90500.0,121080.0
44600.0,83910.0
118200.0,165580.0
135000.0,157460.0
145000.0,131100.0
171200.0,177940.0
355600.0,491080.8
111600.0,178290.0
172400.0,260840.0
98500.0,113010.0
140600.0,151660.0
88200.0,78620.0
254400.0,223770.0
333600.0,346540.0
67500.0,91850.0
174100.0,164600.0
171700.0,165850.0
86200.0,101360.0
160200.0,186060.0
346100.0,388050.1
232900.0,229930.0
164900.0,160680.0
268200.0,279320.0
323100.0,425910.5
315600.0,170120.0
50000.0,55540.0
258700.0,188490.0
158100.0,150280.0
135300.0,139870.0
359500.0,452490.6
154300.0,178210.0
159700.0,200630.0
43000.0,60290.0
159700.0,267330.0
326600.0,244270.0
223500.0,219910.0
418800.0,401860.0
167100.0,188090.0
47600.0,96720.0
53400.0,56480.0
235600.0,263480.0
319300.0,404470.1
67500.0,193630.1
381300.0,413330.2
142300.0,163880.0
120900.0,102440.0
337500.0,238380.0
145400.0,176240.0
500001.0,463620.7
57100.0,73300.0
101600.0,108160.0
184100.0,193190.0
181800.0,177220.0
190600.0,200110.0
98200.0,98350.0
183100.0,175480.0
160900.0,135380.0
65000.0,85660.0
235000.0,207640.0
154000.0,223090.0
89700.0,121230.0
263600.0,160070.0
500001.0,500001.0
294800.0,310990.0
112500.0,69510.0
143000.0,260950.0
93200.0,104990.0
77400.0,89630.0
135500.0,145650.0
111400.0,113490.0
189000.0,192470.0
238000.0,290700.0
213200.0,248760.0
81900.0,86640.0
54400.0,71410.0
197700.0,206290.0
73000.0,79510.0
230600.0,231920.0
228700.0,364650.3
409700.0,306270.0
287500.0,282520.0
146000.0,134710.0
335400.0,351370.0
359900.0,338390.0
141900.0,180300.0
85100.0,134150.0
251900.0,248750.0
500001.0,500001.0
215600.0,183550.0
113700.0,115930.0
275000.0,220930.1
277300.0,245590.1
171100.0,215890.0
350000.0,301340.0
272000.0,229070.0
258500.0,314700.0
158500.0,177660.0
92600.0,126570.0
472200.0,500001.0
114600.0,166700.0
250000.0,178990.0
327700.0,307600.2
235600.0,226960.0
183700.0,157420.0
78700.0,137080.0
220000.0,253740.0
92900.0,98370.0
175800.0,180440.0
61700.0,64400.0
148000.0,131880.0
187600.0,242030.0
402400.0,366610.1
195800.0,189060.0
118900.0,107990.0
170500.0,267030.1
45500.0,59280.0
173300.0,132500.0
104400.0,118120.0
190700.0,211910.0
102700.0,212030.0
354700.0,226460.0
56600.0,67480.0
72200.0,99890.0
272900.0,313450.0
226500.0,250760.0
295400.0,147070.0
161500.0,183900.0
150000.0,139870.0
500001.0,498330.9
500001.0,500001.0
432400.0,285540.0
437900.0,446390.6
350000.0,421870.4
471400.0,483000.9
145700.0,102360.0
98900.0,132540.0
81300.0,149580.0
178300.0,138720.0
120800.0,114330.0
93800.0,118880.0
131600.0,124270.0
352100.0,374110.1
177000.0,102950.0
116700.0,81580.0
207900.0,195650.0
477300.0,286720.0
103000.0,96090.0
285200.0,293080.0
165700.0,198910.0
103800.0,148670.0
52500.0,102730.0
97900.0,127620.0
171300.0,199540.0
291700.0,252260.0
55000.0,80920.0
64800.0,90270.0
75800.0,77010.0
365600.0,309540.0
398300.0,410130.4
287100.0,283910.0
303700.0,244510.0
222300.0,212660.0
72100.0,91780.0
61300.0,179680.0
134900.0,132000.0
219400.0,257810.0
55000.0,229170.0
168300.0,216840.0
169400.0,265510.0
458300.0,399570.2
193800.0,186470.0
91500.0,106600.0
87100.0,95030.0
208700.0,245650.0
138500.0,133840.0
193800.0,99060.0
132800.0,132460.0
245800.0,210320.0
253600.0,218950.0
237500.0,264360.0
49400.0,101650.0
144300.0,148100.0
101900.0,99970.0
368700.0,368410.0
118800.0,165090.1
147500.0,150310.0
222100.0,406330.4
183100.0,187130.0
189600.0,199450.0
301900.0,389030.2
279900.0,215480.0
414700.0,354510.1
240800.0,388170.0
251900.0,294560.1
248300.0,178200.0
158100.0,165270.0
190500.0,202070.0
285400.0,214910.0
136500.0,185900.0
288000.0,266320.0
165300.0,199180.0
91700.0,78720.0
134400.0,112270.0
125000.0,168569.9
124500.0,101480.0
93800.0,103180.0
237400.0,210570.0
187300.0,231010.0
261600.0,246760.0
99600.0,93840.0
461500.0,371870.2
266700.0,203430.0
194100.0,251800.1
286600.0,290760.0
114000.0,160160.0
75700.0,97520.0
95100.0,97400.0
188000.0,196930.0
500000.0,288370.0
274700.0,252420.0
205800.0,179450.0
42500.0,135130.1
197400.0,195300.0
297500.0,288330.1
138500.0,128090.0
391100.0,390970.3
166500.0,153380.0
70700.0,71630.0
159800.0,143770.0
216800.0,246090.0
500001.0,481540.8
133200.0,137640.0
500001.0,409430.3
133800.0,115620.0
492500.0,389690.2
135600.0,94870.0
91100.0,166880.0
112500.0,126090.0
218500.0,268470.0
246200.0,299960.0
326800.0,227720.0
197600.0,231580.0
184200.0,173630.0
205600.0,202490.0
227800.0,201990.0
100900.0,95580.0
268500.0,255210.0
229400.0,236720.0
238500.0,209250.0
276600.0,327330.0
101600.0,85000.0
65700.0,94080.0
138200.0,254920.0
73500.0,151220.0
112500.0,101560.0
87300.0,102980.0
115600.0,123740.0
191400.0,136400.0
154100.0,188620.0
63700.0,70600.0
225000.0,242650.0
65900.0,54540.0
94000.0,130800.0
98400.0,127810.0
350000.0,339530.0
460100.0,453610.6
87300.0,76570.0
278900.0,202280.0
338500.0,329250.0
272000.0,286850.0
113300.0,111430.0
81800.0,142240.0
341200.0,340380.0
201800.0,318590.0
351700.0,420690.4
187500.0,312870.0
169800.0,181050.0
500001.0,433310.6
248100.0,196450.0
241200.0,299060.0
438500.0,381920.1
84600.0,137420.0
309700.0,345080.0
102000.0,99710.0
108800.0,116760.0
301800.0,340490.0
148800.0,170430.0
105400.0,138160.0
59300.0,70860.0
170100.0,258340.0
302200.0,367960.2
106300.0,100240.0
143700.0,140460.0
53600.0,70440.0
500001.0,343810.0
185300.0,194180.0
359900.0,386730.2
207000.0,221600.0
60400.0,70050.0
146300.0,128310.0
394400.0,295870.0
192200.0,201240.0
156800.0,170210.0
50000.0,72560.0
171300.0,197240.0
170700.0,176030.0
177300.0,200030.0
54000.0,86010.0
146300.0,129370.0
65900.0,87680.0
95600.0,102010.0
173100.0,208120.0
86200.0,82370.0
118100.0,124570.0
131500.0,123080.0
116100.0,143510.0
340400.0,295090.0
123700.0,156190.0
55000.0,56660.0
93300.0,122770.0
289400.0,331340.1
101400.0,89370.0
239700.0,289180.0
270000.0,256010.0
108500.0,99420.0
121300.0,146280.0
97700.0,133340.0
228500.0,179690.0
87500.0,101000.0
69500.0,84880.0
157700.0,238930.0
151700.0,176030.0
59200.0,70030.0
132500.0,133410.0
280400.0,287520.0
135800.0,130870.0
55500.0,105030.0
185600.0,252840.0
186800.0,330520.0
123400.0,133430.0
273800.0,247510.0
160200.0,158440.0
124000.0,159480.0
290600.0,200190.0
191100.0,218720.0
188600.0,232200.0
113600.0,137330.0
212800.0,206220.0
87000.0,130310.0
113200.0,135660.0
63600.0,82290.0
163300.0,168370.0
500001.0,182200.0
231400.0,252900.0
121100.0,120270.0
107000.0,88590.0
343100.0,336370.0
340400.0,427150.4
213000.0,239960.0
93300.0,105350.0
279400.0,288880.0
98600.0,127070.0
236800.0,226560.0
185100.0,192310.0
242600.0,186090.0
277600.0,392420.2
455000.0,331920.4
190700.0,181910.0
120800.0,130970.0
75700.0,101270.0
67500.0,60270.0
92500.0,116590.0
166300.0,162340.0
280200.0,300390.0
279300.0,413890.2
166500.0,157110.0
181300.0,230980.0
303300.0,234040.0
60000.0,93150.0
215600.0,267640.0
97400.0,106700.0
180500.0,286870.1
99100.0,114820.0
132100.0,108260.0
213700.0,228080.0
208900.0,193930.0
206800.0,238110.0
331800.0,356450.1
87500.0,85770.0
134500.0,147280.0
215600.0,294630.4
45000.0,84960.0
268100.0,377560.2
237100.0,217220.0
112500.0,253000.0
393200.0,314220.0
146300.0,131980.0
147500.0,151240.0
93200.0,94450.0
258100.0,315350.0
79900.0,94800.0
417800.0,357200.1
266700.0,266930.0
149000.0,187110.0
209700.0,165020.0
409800.0,295580.0
223200.0,299420.0
244000.0,257310.0
208300.0,170790.0
171300.0,146550.0
201600.0,242680.0
125000.0,209050.1
206300.0,213450.0
261500.0,249140.0
164000.0,249810.0
182300.0,169350.0
223300.0,169840.0
109700.0,122770.0
85700.0,80650.0
190000.0,195940.0
182600.0,175580.0
316800.0,293330.0
